id,subject,chapter,topic,stem,options,correct_index,explanation,difficulty,language,source,status,created_by,created_at,difficulty_ai,bloom_level,ai_flags,reviewed_by,reviewed_at,updated_at,tags
1102,Chemistry,General Chemistry,Mixed,"Choose the correct statement:
incorrect.","[""Diamond is sp3 hybridised and graphite is\nsp2 hybridized."", ""Both diamond and graphite are used as dry correct.\nlubricants."", ""Diamond and graphite have two correct\ndimensional network."", ""Diamond is covalent and graphite is ionic. incorrect.""]",0,"{""text"": ""Answer (1) Sol. Answer (1)\nIn diamond carbon atom is in sp3 hybridisation Statement- II is incorrect. The aromatic\nIn graphite carbon atom is in sp2 hybridisation diazonium salts are unstable above 300 K\n(5)""}",3,English,NEET 2022,active,,2025-09-21T16:59:54.090391,,Apply,,,,2025-09-21T16:59:54.090391,"[""neet-2022"", ""chemistry""]"
1103,Chemistry,General Chemistry,Mixed,"Gadolinium has a low value of third ionisation Sol. Answer (2)
enthalpy because of
Cyanohydrin  HCN","[""high electronegativity\nAcetal  Alcohol"", ""high basic character\nSchiff's base  R-NH\n2"", ""small size\nOxime  NH -OH\n2"", ""high exchange enthalpy""]",0,"{""text"": """"}",3,English,NEET 2022,active,,2025-09-21T16:59:54.090431,,Apply,,,,2025-09-21T16:59:54.090431,"[""neet-2022"", ""chemistry""]"
1104,Chemistry,General Chemistry,Mixed,"List Match-List with I-.II
Statement II:
List - I List - II
The boiling points of these hydrides increase
(Hydrides) (Nature)
with increase in molar mass.
(a) MgH (i) Electron precise
2 In the light of the above statements, choose the
(b) GeH (ii) Electron deficient most appropriate answer from the options
4
given below:
(c) B H (iii) Electron rich
2 6","[""(a) - (i), (b) - (ii), (c) - (iv), (d) - (iii)"", ""(a) - (ii), (b) - (iii), (c) - (iv), (d) - (i)\ncorrect"", ""(a) - (iv), (b) - (i), (c) - (ii), (d) - (iii)"", ""(a) - (iii), (b) - (i), (c) - (ii), (d) - (iv) incorrect""]",2,"{""text"": ""Answer (3) Sol. Answer (4)\nMgH 2  Ionic Statement I, II are wrong as H 2 O has high\nGeH  electron precise boiling point in the group due to intermolecular\n4\nhydrogen bond.\nB H  electron deficient\n2 6""}",3,English,NEET 2022,active,,2025-09-21T16:59:54.090537,,Apply,,,,2025-09-21T16:59:54.090537,"[""neet-2022"", ""chemistry""]"
1105,Chemistry,General Chemistry,Mixed,"List Match-List with I-.II
[Given pK of CH COOH = 4.57]
a 3
List - I List - II","[""4.57"", ""2.57\n(Products formed) (Reaction of carbonyl"", ""5.57"", ""3.57\ncompound with)""]",2,"{""text"": ""Answer (3)\n(a) Cyanohydrin (i) NH OH\n2 Given solution is acidic buffer solution.\n(b) Acetal (ii) RNH\n2 [Salt]\npHpKalog\n(c) Schiff's base (iii) alcohol [Weakacid]\n(d) Oxime (iv) HCN\n1\n4.57log 5.57\nfrom the options given below correct answer 0.01\nChoose the""}",3,English,NEET 2022,active,,2025-09-21T16:59:54.090605,,Apply,,,,2025-09-21T16:59:54.090605,"[""neet-2022"", ""chemistry""]"
1106,Chemistry,General Chemistry,Mixed,Amongst the following which one will have,"[""SF 4"", ""XeF 2"", ""ClF 3"", ""IF 5\n(6)\nNEET Test Paper""]",1,"{""text"": ""Answer (2) 82. Which compound amongst the following is not\nan aromatic compound?\nIn XeF , the central atom Xe has 3 lone pairs\n2\naround it.""}",3,English,NEET 2022,active,,2025-09-21T16:59:54.090655,,Apply,,,,2025-09-21T16:59:54.090655,"[""neet-2022"", ""chemistry""]"
1107,Chemistry,Organic,Hydrocarbons & Derivatives,"Which amongst the following is incorrect
So the molecule is non-planar and non-
statement?
aromatic.","[""Enzymes are polysaccharides.\n2"", ""Enzymes are very specific for a particular"", ""Enzymes are biocatalysts."", ""Like chemical catalysts enzymes reduce\ndegenerate  molecular orbitals.\nthe activation energy of bio processes.""]",1,"{""text"": ""Answer (2)\nSol. Answer (1)\nO 2  is paramagnetic, as it has one unpaired Enzymes are proteins.\nelectron. (15e-) 84. Which of the following P-V curve represents\nmaximum work done?""}",3,English,NEET 2022,active,,2025-09-21T16:59:54.090755,,Apply,,,,2025-09-21T16:59:54.090755,"[""neet-2022"", ""chemistry""]"
1108,Chemistry,General Chemistry,Mixed,"Compound X on reaction with O followed by
3
Zn/H O gives formaldehyde and 2-methyl
2
propanal as products. The compound X is","[""2-Methyylbut-2-ene"", ""Pent-2-ene"", ""3-Methylbut-1-ene"", ""2-Methylbut-1-ene""]",2,"{""text"": ""Answer (3)\n(4)\nSol. Answer (4)\nThe area covered under P-V graph is more.""}",3,English,NEET 2022,active,,2025-09-21T16:59:54.090826,,Apply,,,,2025-09-21T16:59:54.090826,"[""neet-2022"", ""chemistry""]"
1109,Chemistry,General Chemistry,Mixed,"Given below are two statements:
Statement I:
The acidic strength of monosubstituted 87. 3O 2 (g)  2O 3 (g)
nitrophenol is higher than phenol because of
for the above reaction at 298 K, K is found to
electron withdrawing into group. C
be 3.0 × 10-59. If the concentration of O at
2
Statement II: equilibrium is 0.040 M then concentration of O
3
in M is
o-nitrophenol, m-nitrophenol and p-nitrophenol
will have same acidic strength as they have","[""Statement I is correct but Statement II is [O ]2\nK  3\nincorrect C [O ]3\n2"", ""Statement I is incorrect but Statement II is\n[O ]2\ncorrect 3.01059  3\n(4.0102)3"", ""Both statement I and Statement II are\ncorrect 3.0105964106 [O ]2\n3"", ""Both Statement I and Statement II are\nincorrect 6431065 [O 3 ]2""]",0,"{""text"": ""Answer (1) 6.431064 [O ]2\n3\n1 [O ]2.521.731032\nAcidic strength  EWG  3\nEDG\n4.3591032\n4.361032""}",3,English,NEET 2022,active,,2025-09-21T16:59:54.090911,,Apply,,,,2025-09-21T16:59:54.090911,"[""neet-2022"", ""chemistry""]"
1110,Chemistry,General Chemistry,Mixed,"A 10.0 L flask contains 64 g of oxygen at 27°C.
(Assume O gas is behaving ideally). The
2
pressure inside the flask in bar is
(Given R = 0.0831 L bar K-1 mol-1)","[""49.8"", ""4.9"", ""2.5"", ""498.6\nStatement I is correct, Statement II incorrect.\n(8)\nNEET Test Paper""]",1,"{""text"": ""Answer (2)\nPV = nRT\nnRT (4)\nP\nV\nSol. Answer (2)\n64 0.0831300\nP \n32 10\n20.0831300\nP 4.9864.9\n10""}",3,English,NEET 2022,active,,2025-09-21T16:59:54.090973,,Apply,,,,2025-09-21T16:59:54.090973,"[""neet-2022"", ""chemistry""]"
1111,Chemistry,General Chemistry,Mixed,"The correct IUPAC name of the following
(c) Calamine (iii) Fe 2 O 3 compound is:
(d) Kaolinite (iv) [Al (OH) Si O ]
2 4 2 5","[""1-bromo-4-methyl-5-chlorohexan-3-ol"", ""6-bromo-4-methyl-2-chlorohexan-4-ol"", ""(a) - (i), (b) - (ii), (c) - (iii), (d) - (iv)"", ""(a) - (iii), (b) - (i), (c) - (ii), (d) - (iv)""]",3,"{""text"": ""Answer (4)\n(3) 1-bromo-5-chloro-4-methylhexan-3-ol\nHaematite - Fe O\n2 3\n(4) 6-bromo-2-chloro-4-methylhexan-4-ol\nMagnetite - Fe O\n3 4\nSol. Answer (3)\nCalamine - ZnCO\n3\nKaolinite - [Al (OH) Si O ]\n2 4 2 5""}",3,English,NEET 2022,active,,2025-09-21T16:59:54.091041,,Apply,,,,2025-09-21T16:59:54.091041,"[""neet-2022"", ""chemistry""]"
1112,Chemistry,General Chemistry,Mixed,"For a first order reaction A  Products, initial
concentration of A is 0.1 M, which becomes
001 M after 5 minutes. Rate constant for the
(3) reaction in min-1 is","[""0.4606"", ""0.2303"", ""1.3818"", ""0.9212\n(9)""]",3,"{""text"": ""Answer (4) 9\nr 52.9 …(ii)\nLi2,3 3\nA  Product\nt = 0 0.1 M (ii)  (i)\nt = 5 min 0.001 M r Li2,3\n\n93\n303 C 105.8 52.92\nK  log o\nt C t r 105.8 3 158.7pm\nLi2,3 2\n303 101\nK  log 96. Which one of the following is not formed when\n5 103\nacetone reacts with 2-pentanone in the\nK  2.303 log102, 2.303 2log10 presence of dilute NaOH followed by heating?\n5 5\n3032\nK  0.9212min1\n5\n(1)""}",3,English,NEET 2022,active,,2025-09-21T16:59:54.091150,,Apply,,,,2025-09-21T16:59:54.091150,"[""neet-2022"", ""chemistry""]"
1113,Chemistry,Electrochemistry,Redox / Cells,"Copper crystallises in fcc unit cell with cell edge
length of 3.608 × 10-8 cm. The density of
copper is 8.92 g cm-3. Calculate the atomic
mass of copper.","[""60 u"", ""65 u"", ""63.1 u"", ""31.55 u (2)""]",2,"{""text"": ""Answer (3)\nZM\nd\na3N\nA (3)\n4M\n92gcm3 \n(3.608108)36.0231023\n92gcm3(3.608108)3cm36.0231023\nM (4)\n4\nSol. Answer (4)\n9246.966.023101g\nM\n4\n924.6866.023\nM 63.07g/mol\n4\nAtomic mass of Cu = 63.07 u\n 63.1 u""}",3,English,NEET 2022,active,,2025-09-21T16:59:54.091204,,Apply,,,,2025-09-21T16:59:54.091204,"[""neet-2022"", ""chemistry""]"
1114,Chemistry,General Chemistry,Mixed,"In radius of second Bohr orbit of the He+ ion is
reaction takes place at 298 K
8 pm, what is the radius of third Bohr orbit
of Li2+ ion? Ni(s) + 2Ag+ (0.001 M)  Ni2+(0.001 M) +
2Ag(s)","[""1.587 pm"", ""158.7 Å"", ""158.7 pm"", ""15.87 pm (Given that E 10.5V, 2.303RT 0.059 at\ncell F""]",2,"{""text"": ""Answer (3)\n298 K)\nn2\nr 52.9 pm (1) 0.9615 V (2) 1.05 V\nn Z\n(3) 1.0385 V (4) 1.385 V\n4\n852.9 …(i)\n2\n(10)\nNEET Test Paper\nSol. Answer (1) Sol. Answer (1)\n059 [P] Lucas test is used to distinguish 1°, 2° and 3°\nE E  log\ncell cell n [R] alcohols.\nConcHClZnCl\nE 1.05V(E 10.5V(wrongisdata) 3Alcohols 2 instant turbidity\ncell cell\nNi(s)Ni2(0.001M)2e 2Alcohols ConcHClZnCl2 turbidity after 5-10 mins\n2Ag2e 2Ag(s) 1Alcohols  Con  cH  Cl Zn  Cl 2 turbidity is not formed\n(0.001) n2 at room temperature\n0591 103 Correct order of reactivity 3° > 2° > 1°\nE E  log\ncell cell 2 (103)2 So, statement I is correct but statement II is\nincorrect\n0591\nE 1.05 3\ncell 2 99. In the neutral or faintly alkaline medium,\nKMnO oxidises iodide into iodate. The change\n4\n= 1.05 - 0.0885\nin oxidation state of manganese in this reaction\n= 0.9615 V is from""}",3,English,NEET 2022,active,,2025-09-21T16:59:54.091309,,Apply,,,,2025-09-21T16:59:54.091309,"[""neet-2022"", ""chemistry""]"
1115,Chemistry,General Chemistry,Mixed,Given below are two statements:,"[""+7 to +3"", ""+6 to +5\nStatement -I:"", ""alcohols are distinguished on the basis of their\nreactivity with conc. HCl + ZnCl , known as\n2\nLucas Reagent."", ""+6 to +4\nIn Lucas test, primary, secondary and tertiary Sol. Answer""]",0,"{""text"": """"}",3,English,NEET 2022,active,,2025-09-21T16:59:54.091347,,Apply,,,,2025-09-21T16:59:54.091347,"[""neet-2022"", ""chemistry""]"
1116,Chemistry,General Chemistry,Mixed,"The pollution due to oxides of sulphur gets
Statement -II:
enhanced due to the presence of:
Primary alcohols are most reactive and
(a) particulate matter (c) ozone
immediately produce turbidity at room
temperature on reaction with Lucas Reagent. (c) hydrocarbons (d) hydrogen peroxide
In the light of the above statements, choose the Choose the most appropriate answer from the
most appropriate answer from the options options given below:
given below:","[""Statement I is correct but Statement II is"", ""(a), (c), (d) only"", ""(a), (d) only"", ""(a), (b), (d) only\nincorrect""]",3,"{""text"": ""Answer (4)\n(2) Statement I is incorrect but Statement II is\ncorrect SO (g)O (g)SO (g)\n2 2 3\n(3) Both statement I and Statement II are\nParticulate matter catalyses the oxidation SO .\n2\ncorrect\nSO (g)O (g)SO (g)O (g)\n(4) Both Statement I and Statement II are 2 3 3 2\nincorrect\nSO (g)H O (l)H SO (aq)\n2 2 2 2 4\n\n\n(11)""}",3,English,NEET 2022,active,,2025-09-21T16:59:54.091430,,Apply,,,,2025-09-21T16:59:54.091430,"[""neet-2022"", ""chemistry""]"
